score,true_label,pred_label
0.5284687622106372,Potential Fit,Potential Fit
0.4777937737226021,Potential Fit,Potential Fit
0.4078276023606136,No Fit,Potential Fit
0.7316694320120098,Good Fit,Good Fit
0.7913027421958407,Good Fit,Good Fit
0.6811152394042246,Good Fit,Good Fit
0.4750050318513782,Potential Fit,Potential Fit
0.4776909849158466,Potential Fit,Potential Fit
0.5103136781176755,Potential Fit,Potential Fit
0.17206082638014752,No Fit,No Fit
0.21955438815999145,No Fit,No Fit
0.6202139918360212,Good Fit,Potential Fit
0.6492725076921226,Good Fit,Potential Fit
0.43654672621704016,No Fit,Potential Fit
0.25894558376396604,No Fit,No Fit
0.314370961336991,No Fit,No Fit
0.5380587973527247,Good Fit,Potential Fit
0.4891297831687972,Potential Fit,Potential Fit
0.16666757860940204,No Fit,No Fit
0.5522255497828867,Good Fit,Potential Fit
0.25788936148129227,No Fit,No Fit
0.2177510852950079,No Fit,No Fit
0.2215473961574032,No Fit,No Fit
0.12623464332855047,No Fit,No Fit
0.1831782973693744,No Fit,No Fit
0.368063269462462,No Fit,No Fit
0.7378707408004859,Good Fit,Good Fit
0.35620340493551117,No Fit,No Fit
0.4947417968896316,Good Fit,Potential Fit
0.3443947545990273,No Fit,No Fit
0.24170208296912993,No Fit,No Fit
0.5071363638275878,Good Fit,Potential Fit
0.24275852736346643,No Fit,No Fit
0.2730562140353697,No Fit,No Fit
0.3238906467129944,No Fit,No Fit
0.7100453653939247,Good Fit,Good Fit
0.6808922552613753,Good Fit,Good Fit
0.49870872600814176,Good Fit,Potential Fit
0.22104270767344875,No Fit,No Fit
0.7183132046723483,Good Fit,Good Fit
0.49455463796454846,Potential Fit,Potential Fit
0.477620145714687,Potential Fit,Potential Fit
0.6663491325217706,Good Fit,Good Fit
0.47204293609781933,Potential Fit,Potential Fit
0.3642254178453178,No Fit,No Fit
0.7664582379141812,Good Fit,Good Fit
0.3258851881430298,No Fit,No Fit
0.31380274000943337,No Fit,No Fit
0.2955638515015194,No Fit,No Fit
0.4390505882403348,Potential Fit,Potential Fit
0.33539926739497566,No Fit,No Fit
0.23302526202441343,No Fit,No Fit
0.6343963920494418,Good Fit,Potential Fit
0.2813863958291144,No Fit,No Fit
0.734398700153261,Good Fit,Good Fit
0.18178615105166188,No Fit,No Fit
0.29347454420911345,No Fit,No Fit
0.3073147896247662,No Fit,No Fit
0.45269641495396223,Potential Fit,Potential Fit
0.36613482677710485,No Fit,No Fit
0.2704701441995388,No Fit,No Fit
0.4772881718005334,Potential Fit,Potential Fit
0.37457723825436295,No Fit,No Fit
0.5502089945063837,Good Fit,Potential Fit
0.6519969156210772,Good Fit,Good Fit
0.5422246128294086,Potential Fit,Potential Fit
0.27081365570146265,No Fit,No Fit
0.7774185221431724,Good Fit,Good Fit
0.5272197950649316,Potential Fit,Potential Fit
0.26263931719012124,No Fit,No Fit
0.36049961726392044,No Fit,No Fit
0.6044801142598993,Good Fit,Potential Fit
0.3177022505007531,No Fit,No Fit
0.17391982548962145,No Fit,No Fit
0.23648950160207857,No Fit,No Fit
0.7281716526071182,Good Fit,Good Fit
0.277753616261208,No Fit,No Fit
0.256766538666842,No Fit,No Fit
0.40350059891936363,Potential Fit,Potential Fit
0.7505691929335128,Good Fit,Good Fit
0.5228409291407187,Potential Fit,Potential Fit
0.1677957582586467,No Fit,No Fit
0.490210874040902,Potential Fit,Potential Fit
0.2658007377894079,No Fit,No Fit
0.45757102077485184,Potential Fit,Potential Fit
0.3519974767859798,No Fit,No Fit
0.5707724662550859,Good Fit,Potential Fit
0.30095576638336746,No Fit,No Fit
0.8374873296565558,Good Fit,Good Fit
0.42065466430433995,Potential Fit,Potential Fit
0.7515786084157302,Good Fit,Good Fit
0.14490691868617966,No Fit,No Fit
0.7728427956231587,Good Fit,Good Fit
0.37406930814341927,No Fit,No Fit
0.3231858951571884,No Fit,No Fit
0.5814820262976539,Potential Fit,Potential Fit
0.40184140572030513,Potential Fit,Potential Fit
0.23208715952283254,No Fit,No Fit
0.3075081583332966,No Fit,No Fit
0.4488204596430405,Potential Fit,Potential Fit
0.45639419680256,Potential Fit,Potential Fit
0.7609864666099935,Good Fit,Good Fit
0.2394127576912173,No Fit,No Fit
0.5197369754982413,Good Fit,Potential Fit
0.694221549641454,Good Fit,Good Fit
0.7452083747474092,Good Fit,Good Fit
0.35425627201578835,Potential Fit,No Fit
0.4443372127173598,Potential Fit,Potential Fit
0.2422860521441815,No Fit,No Fit
0.6651485051482395,Good Fit,Good Fit
0.3291716676870625,No Fit,No Fit
0.5057475292400437,Potential Fit,Potential Fit
0.3593034993834532,No Fit,No Fit
0.22443176707121554,No Fit,No Fit
0.24258788700950762,No Fit,No Fit
0.7904635679548696,Good Fit,Good Fit
0.6986725166632287,Good Fit,Good Fit
0.25623173857841103,No Fit,No Fit
0.2892301162739242,No Fit,No Fit
0.36689216729564617,No Fit,No Fit
0.48488300383619043,Potential Fit,Potential Fit
0.2287860751862816,No Fit,No Fit
0.25020946126339166,No Fit,No Fit
0.5893911417525322,Potential Fit,Potential Fit
0.506925366003299,Potential Fit,Potential Fit
0.7223191796279176,Good Fit,Good Fit
0.4465423580748661,Potential Fit,Potential Fit
0.3504717212489794,No Fit,No Fit
0.7119614687756671,Good Fit,Good Fit
0.26218210930333685,No Fit,No Fit
0.6837220662672407,Good Fit,Good Fit
0.6064355249951425,Good Fit,Potential Fit
0.22140188977578962,No Fit,No Fit
0.5295140927526597,Potential Fit,Potential Fit
0.48671137793907127,Potential Fit,Potential Fit
0.5066609843200222,Potential Fit,Potential Fit
0.3446969530697259,No Fit,No Fit
0.7954377017581917,Good Fit,Good Fit
0.25483784778702845,No Fit,No Fit
0.4526507297200332,Potential Fit,Potential Fit
0.31722996716185625,No Fit,No Fit
0.21282593914655717,No Fit,No Fit
0.3941961821298172,No Fit,No Fit
0.33512647190916434,No Fit,No Fit
0.26473960255635837,No Fit,No Fit
0.22041983931970957,No Fit,No Fit
0.6805885630635019,Good Fit,Good Fit
0.3477844431441632,No Fit,No Fit
0.44516534373265737,Potential Fit,Potential Fit
0.6794702842866185,Good Fit,Good Fit
0.23489780707558336,No Fit,No Fit
0.29571737896086087,No Fit,No Fit
0.5004931234666153,Potential Fit,Potential Fit
0.4570730086081546,Potential Fit,Potential Fit
0.5200741073768882,Potential Fit,Potential Fit
0.27818561450417173,No Fit,No Fit
0.25184052120565353,No Fit,No Fit
0.6809908651622176,Good Fit,Good Fit
0.31159084472866116,No Fit,No Fit
0.6458240712611557,Good Fit,Potential Fit
0.23919544269359572,No Fit,No Fit
0.5571065728834113,Good Fit,Potential Fit
0.5572272859313504,Good Fit,Potential Fit
0.4219455644241018,Potential Fit,Potential Fit
0.3068080116983368,No Fit,No Fit
0.42501245664368603,No Fit,Potential Fit
0.4446400854039473,Potential Fit,Potential Fit
0.11194485591719103,No Fit,No Fit
0.21504352589940445,No Fit,No Fit
0.19301112046234697,No Fit,No Fit
0.2572220259690815,No Fit,No Fit
0.6582621143833021,Good Fit,Good Fit
0.6143516925699399,Good Fit,Potential Fit
0.4179543292749759,Potential Fit,Potential Fit
0.262805715659837,No Fit,No Fit
0.2683176355356767,No Fit,No Fit
0.4699442202590218,Potential Fit,Potential Fit
0.21017621549823712,No Fit,No Fit
0.7316567942236171,Good Fit,Good Fit
0.2875741358579121,No Fit,No Fit
0.3030010091008808,No Fit,No Fit
0.7283633795894594,Good Fit,Good Fit
0.13447684820459643,No Fit,No Fit
0.27769636971754535,No Fit,No Fit
0.427668805118124,Potential Fit,Potential Fit
0.39421545323531554,No Fit,No Fit
0.7311014303391481,Good Fit,Good Fit
0.419953833155253,Potential Fit,Potential Fit
0.23101683446287552,No Fit,No Fit
0.30889325500506115,No Fit,No Fit
0.3024031863347847,No Fit,No Fit
0.26207709885361824,No Fit,No Fit
0.5139598758791711,Potential Fit,Potential Fit
0.16337080861743297,No Fit,No Fit
0.4734908494777728,Potential Fit,Potential Fit
0.20283329785205995,No Fit,No Fit
0.5071677402908438,Potential Fit,Potential Fit
0.1760500333416637,No Fit,No Fit
0.6935794382903223,Good Fit,Good Fit
0.6499160094879519,Good Fit,Potential Fit
0.2743394759816742,No Fit,No Fit
0.7217243557422379,Good Fit,Good Fit
0.34036867855004976,No Fit,No Fit
0.34330564061692015,No Fit,No Fit
0.3133038127951371,No Fit,No Fit
0.2868954008234723,No Fit,No Fit
0.22380433178067133,No Fit,No Fit
0.41219563802019826,Good Fit,Potential Fit
0.23084681628875847,No Fit,No Fit
0.5524122476853495,Good Fit,Potential Fit
0.5870530166520408,Potential Fit,Potential Fit
